transaction_id,sender_account_id,receiver_account_id,receiver_account_number,receiver_name,amount,transaction_time,transaction_hour,transaction_dayofweek,is_off_hours,is_high_value,is_repeated_amount,anomaly_score,risk_level,is_fraud,status,rule_triggered
TXN001360,ACC0103,ACC0126,7614170462,Lajita Menon,82867.54,2025-01-31T10:10:30,10,4,0,0,0,19.67,Low,0,Normal,None
TXN001361,ACC0086,ACC0070,8868054898,Sudiksha Lad,11619.32,2025-12-04T11:12:25,11,3,0,0,0,5.92,Low,0,Normal,None
TXN001362,ACC0010,ACC0020,9292791081,Nandini Sethi,137608.36,2026-03-20T19:30:41,19,4,0,1,0,44.14,Medium,1,Flagged,RULE003
TXN001363,ACC0017,ACC0084,8854238082,Anusha Dayal,67473.51,2025-09-03T15:02:06,15,2,0,0,0,13.99,Low,0,Normal,None
TXN001364,ACC0022,ACC0034,6141226746,Atharv Jayaraman,40694.89,2025-04-13T02:16:39,2,6,1,0,0,35.68,Medium,1,Flagged,RULE002
TXN001365,ACC0108,ACC0006,3271782991,Dipta Choudhury,17738.21,2025-09-28T10:08:16,10,6,0,0,0,11.42,Low,0,Normal,None
TXN001366,ACC0087,ACC0108,3108307952,Kalpit Ravi,76803.46,2025-02-14T20:18:22,20,4,0,0,0,15.71,Low,0,Normal,None
TXN001367,ACC0042,ACC0079,1851819913,Forum Mohan,44199.22,2025-09-10T18:25:00,18,2,0,0,0,9.27,Low,0,Normal,None
TXN001368,ACC0080,ACC0068,6923206003,Saanvi Chana,15617.07,2025-12-07T20:50:41,20,6,0,0,0,12.99,Low,0,Normal,None
TXN001369,ACC0073,ACC0069,9072992279,Viraj Parekh,1156899.61,2025-06-06T15:10:48,15,4,0,1,0,41.09,Medium,1,Flagged,RULE003
TXN001370,ACC0117,ACC0034,6141226746,Robert Sura,20886.4,2026-03-07T18:37:09,18,5,0,0,0,8.05,Low,0,Normal,None
TXN001371,ACC0039,ACC0006,3271782991,Kabir Naik,14020.9,2026-05-25T11:45:48,11,0,0,0,0,2.84,Low,0,Normal,None
TXN001372,ACC0125,ACC0115,7539399243,Saumya Brahmbhatt,64039.66,2025-05-11T23:10:40,23,6,0,0,1,33.14,Medium,1,Flagged,RULE001
TXN001373,ACC0008,ACC0025,1977515194,Aarini Mandal,14680.98,2025-09-09T11:30:49,11,1,0,0,1,35.82,Medium,1,Flagged,RULE001
TXN001374,ACC0099,ACC0079,1851819913,Charita Nayar,152542.73,2025-10-19T20:36:54,20,6,0,1,0,33.28,Medium,1,Flagged,RULE003
TXN001375,ACC0016,ACC0006,3271782991,Kamala Pradhan,1775.59,2025-08-15T15:15:47,15,4,0,0,0,7.5,Low,0,Normal,None
TXN001376,ACC0059,ACC0013,9503167458,Watika Seshadri,87732.76,2025-12-11T17:40:26,17,3,0,0,0,19.25,Low,0,Normal,None
TXN001377,ACC0117,ACC0039,5296710795,Kai Kakar,15851.52,2025-08-18T17:13:32,17,0,0,0,0,6.55,Low,0,Normal,None
TXN001378,ACC0115,ACC0032,6111349421,Balvan Shah,7300.01,2025-01-26T01:58:24,1,6,1,0,0,35.85,Medium,1,Flagged,RULE002
TXN001379,ACC0027,ACC0056,6322520473,Harrison Bhardwaj,93158.86,2025-06-01T13:36:30,13,6,0,0,0,23.15,Low,0,Normal,None
TXN001380,ACC0127,ACC0116,7136777415,Finn Shenoy,58056.38,2025-12-03T13:49:00,13,2,0,0,0,14.62,Low,0,Normal,None
TXN001381,ACC0107,ACC0053,7462972995,Radhika Divan,11821.77,2025-11-10T13:36:31,13,0,0,0,0,2.58,Low,0,Normal,None
TXN001382,ACC0095,ACC0108,3108307952,Avi Srinivas,76981.85,2025-05-07T21:27:08,21,2,0,0,0,17.4,Low,0,Normal,None
TXN001383,ACC0033,ACC0054,8995059760,Jackson Sodhi,42801.35,2026-01-11T16:41:03,16,6,0,0,0,11.86,Low,0,Normal,None
TXN001384,ACC0023,ACC0034,6141226746,Yauvani Dasgupta,2838.21,2025-10-18T20:34:00,20,5,0,0,0,5.55,Low,0,Normal,None
TXN001385,ACC0005,ACC0031,3196545325,Gabriel Chacko,4679.85,2025-03-12T12:01:56,12,2,0,0,0,7.12,Low,0,Normal,None
TXN001386,ACC0099,ACC0071,3019952485,Wriddhish Buch,53718.82,2026-01-01T20:15:23,20,3,0,0,0,16.98,Low,0,Normal,None
TXN001387,ACC0047,ACC0001,8067372072,Faraj Dhawan,35187.03,2026-04-02T19:21:24,19,3,0,0,0,11.41,Low,0,Normal,None
TXN001388,ACC0024,ACC0033,9597198563,Orinder Kala,23989.04,2025-01-18T13:00:37,13,5,0,0,0,14.35,Low,0,Normal,None
TXN001389,ACC0097,ACC0112,9908115095,Arunima Subramanian,24926.25,2026-04-19T20:03:37,20,6,0,0,0,10.74,Low,0,Normal,None
TXN001390,ACC0098,ACC0085,8088660633,Chaitaly Bora,90353.23,2025-08-22T22:36:20,22,4,0,0,1,39.06,Medium,1,Flagged,RULE001
TXN001391,ACC0110,ACC0030,8672650595,Pahal Mohan,8214.8,2025-10-25T16:40:27,16,5,0,0,0,2.54,Low,0,Normal,None
TXN001392,ACC0100,ACC0109,7311011808,Yashawini Panchal,30866.27,2026-05-17T17:30:59,17,6,0,0,1,37.26,Medium,1,Flagged,RULE001
TXN001393,ACC0004,ACC0064,6242173772,Varsha Patla,1407954.03,2026-01-22T13:40:16,13,3,0,1,0,49.64,Medium,1,Flagged,RULE003
TXN001394,ACC0051,ACC0020,9292791081,Chandran Kumar,2491.27,2025-07-14T15:08:25,15,0,0,0,0,10.3,Low,0,Normal,None
TXN001395,ACC0017,ACC0005,4776436931,Turvi Saha,949449.15,2025-09-11T14:13:44,14,3,0,1,0,45.41,Medium,1,Flagged,RULE003
TXN001396,ACC0043,ACC0064,6242173772,Imaran Mangat,33996.61,2025-10-18T09:51:57,9,5,0,0,0,13.32,Low,0,Normal,None
TXN001397,ACC0063,ACC0030,8672650595,Jagat Naik,38754.64,2026-02-21T15:45:46,15,5,0,0,0,11.27,Low,0,Normal,None
TXN001398,ACC0097,ACC0068,6923206003,Nathaniel Golla,77139.22,2025-01-21T12:02:13,12,1,0,0,0,24.27,Low,0,Normal,None
TXN001399,ACC0093,ACC0021,4482141802,Pratyush Walia,768771.41,2025-10-09T15:58:41,15,3,0,1,0,38.3,Medium,1,Flagged,RULE003
TXN001400,ACC0110,ACC0026,7006365648,Aashi Dua,89565.51,2025-02-03T18:21:26,18,0,0,0,0,16.25,Low,0,Normal,None
TXN001401,ACC0081,ACC0044,4464161270,Hitesh Srinivasan,59289.77,2026-05-05T19:08:18,19,1,0,0,0,12.71,Low,0,Normal,None
TXN001402,ACC0050,ACC0093,5071897791,Madhav Dar,9523.74,2025-05-02T16:24:09,16,4,0,0,0,5.27,Low,0,Normal,None
TXN001403,ACC0063,ACC0098,6879898071,Vansha Dhar,61746.13,2025-03-06T01:17:59,1,3,1,0,0,21.78,Low,1,Flagged,RULE002
TXN001404,ACC0041,ACC0029,2140169349,Abhiram Samra,18789.31,2025-03-11T12:48:25,12,1,0,0,0,6.53,Low,0,Normal,None
TXN001405,ACC0126,ACC0114,2065972034,Mitesh Ram,69174.1,2026-04-22T13:27:39,13,2,0,0,0,22.13,Low,0,Normal,None
TXN001406,ACC0062,ACC0129,4248149900,Urmi Date,3371.37,2025-09-03T23:33:08,23,2,0,0,1,44.52,Medium,1,Flagged,RULE001
TXN001407,ACC0107,ACC0034,6141226746,Hemangini Dayal,622061.18,2026-05-09T14:50:20,14,5,0,1,0,34.34,Medium,1,Flagged,RULE003
TXN001408,ACC0065,ACC0045,5607762160,Gautami Yohannan,34085.96,2026-03-29T09:05:41,9,6,0,0,0,7.24,Low,0,Normal,None
TXN001409,ACC0084,ACC0036,7473041886,Darika Parekh,911410.4,2025-04-26T01:08:01,1,5,1,1,0,70.89,High,1,Flagged,RULE002|RULE003
TXN001410,ACC0057,ACC0110,5146780827,Zilmil Krishna,24342.22,2026-02-18T18:44:52,18,2,0,0,0,9.26,Low,0,Normal,None
TXN001411,ACC0049,ACC0005,4776436931,Tanmayi Hans,62192.33,2025-04-11T20:49:06,20,4,0,0,1,42.31,Medium,1,Flagged,RULE001
TXN001412,ACC0073,ACC0063,6805759868,Bimala Rau,20316.52,2025-12-02T10:49:40,10,1,0,0,0,11.31,Low,0,Normal,None
TXN001413,ACC0099,ACC0040,6679017210,Gabriel Brahmbhatt,1122103.15,2025-12-03T11:44:22,11,2,0,1,0,46.69,Medium,1,Flagged,RULE003
TXN001414,ACC0107,ACC0016,6618926823,Zinal Ramakrishnan,223415.25,2025-04-25T19:32:46,19,4,0,1,0,35.26,Medium,1,Flagged,RULE003
TXN001415,ACC0112,ACC0019,4482238042,Ishaan Bail,44831.16,2025-05-11T17:37:57,17,6,0,0,0,12.28,Low,0,Normal,None
TXN001416,ACC0129,ACC0127,2075321966,Chandani Jayaraman,53236.23,2025-07-09T16:30:30,16,2,0,0,0,14.62,Low,0,Normal,None
TXN001417,ACC0124,ACC0077,4518871744,Pushti Shankar,1394.26,2026-05-07T22:55:27,22,3,0,0,1,49.26,Medium,1,Flagged,RULE001
TXN001418,ACC0069,ACC0103,7374584386,Anjali Raval,16101.34,2025-08-28T19:20:01,19,3,0,0,0,7.62,Low,0,Normal,None
TXN001419,ACC0096,ACC0006,3271782991,Qasim Narayanan,43028.51,2026-03-01T08:54:27,8,6,0,0,0,11.62,Low,0,Normal,None
TXN001420,ACC0009,ACC0056,6322520473,Diya Srinivasan,70766.49,2025-02-12T12:22:10,12,2,0,0,0,20.1,Low,0,Normal,None
TXN001421,ACC0111,ACC0120,7313226025,Ijaya Halder,35479.5,2026-01-22T14:30:28,14,3,0,0,0,9.22,Low,0,Normal,None
TXN001422,ACC0097,ACC0053,7462972995,Azad Sha,51542.09,2026-04-10T01:59:28,1,4,1,0,0,32.32,Medium,1,Flagged,RULE002
TXN001423,ACC0034,ACC0023,8982597239,Bhanumati Sharaf,22917.2,2025-11-15T16:07:52,16,5,0,0,1,40.32,Medium,1,Flagged,RULE001
TXN001424,ACC0071,ACC0049,1939915527,Atharv Tripathi,56598.59,2026-02-26T01:54:58,1,3,1,0,0,34.16,Medium,1,Flagged,RULE002
TXN001425,ACC0075,ACC0117,4178659381,Gaurav Palla,63254.33,2025-10-27T10:21:52,10,0,0,0,0,16.41,Low,0,Normal,None
TXN001426,ACC0003,ACC0044,4464161270,Owen Mutti,2480.45,2025-12-10T21:59:55,21,2,0,0,1,36.63,Medium,1,Flagged,RULE001
TXN001427,ACC0091,ACC0077,4518871744,Samar Goyal,81689.8,2025-05-09T08:18:42,8,4,0,0,0,20.77,Low,0,Normal,None
TXN001428,ACC0067,ACC0084,8854238082,Samaksh Kala,80345.38,2025-09-01T11:11:11,11,0,0,0,0,24.07,Low,0,Normal,None
TXN001429,ACC0021,ACC0046,3472487690,Frederick Mall,86476.83,2025-07-20T18:35:52,18,6,0,0,0,19.88,Low,0,Normal,None
TXN001430,ACC0043,ACC0087,7839626408,Bishakha Vasa,91663.51,2025-02-14T20:48:30,20,4,0,0,0,22.37,Low,0,Normal,None
TXN001431,ACC0077,ACC0049,1939915527,Mahika Sant,71549.58,2025-08-06T13:31:23,13,2,0,0,0,14.45,Low,0,Normal,None
TXN001432,ACC0045,ACC0079,1851819913,Gaurangi Ravi,91239.4,2025-02-24T17:53:53,17,0,0,0,0,16.22,Low,0,Normal,None
TXN001433,ACC0030,ACC0119,1322401182,Chakradhar Vig,17553.72,2025-02-21T11:19:16,11,4,0,0,0,8.42,Low,0,Normal,None
TXN001434,ACC0044,ACC0052,7852415525,Baghyawati Loke,37397.1,2026-02-21T20:59:18,20,5,0,0,0,8.85,Low,0,Normal,None
TXN001435,ACC0034,ACC0030,8672650595,Hemal Arora,34835.51,2026-04-17T16:31:16,16,4,0,0,0,9.14,Low,0,Normal,None
TXN001436,ACC0045,ACC0095,8261111839,Ekiya Chokshi,967131.72,2025-11-22T01:52:30,1,5,1,1,0,73.0,High,1,Flagged,RULE002|RULE003
TXN001437,ACC0113,ACC0075,6231117883,Varsha Sathe,8112.14,2026-05-07T17:37:19,17,3,0,0,1,35.8,Medium,1,Flagged,RULE001
TXN001438,ACC0111,ACC0034,6141226746,Gavin Sanghvi,25091.83,2025-08-27T14:38:40,14,2,0,0,0,9.72,Low,0,Normal,None
TXN001439,ACC0097,ACC0085,8088660633,Maanas Mohanty,1355171.24,2026-05-09T14:46:17,14,5,0,1,0,42.87,Medium,1,Flagged,RULE003
TXN001440,ACC0054,ACC0129,4248149900,Dayamai Varma,43977.39,2026-03-13T11:56:22,11,4,0,0,0,17.83,Low,0,Normal,None
TXN001441,ACC0109,ACC0021,4482141802,Liam Natt,98866.19,2025-07-20T11:07:20,11,6,0,0,1,44.38,Medium,1,Flagged,RULE001
TXN001442,ACC0057,ACC0039,5296710795,Dayita Trivedi,73143.5,2025-02-04T01:26:02,1,1,1,0,0,40.91,Medium,1,Flagged,RULE002
TXN001443,ACC0081,ACC0056,6322520473,Om Khalsa,2324.53,2025-01-27T22:40:29,22,0,0,0,0,6.73,Low,0,Normal,None
TXN001444,ACC0105,ACC0107,9824122054,Qushi Gade,29493.41,2026-01-08T20:31:19,20,3,0,0,0,6.85,Low,0,Normal,None
TXN001445,ACC0114,ACC0012,2188332531,Fiyaz Karpe,27900.18,2026-03-14T12:26:42,12,5,0,0,0,10.63,Low,0,Normal,None
TXN001446,ACC0019,ACC0010,2472659626,Aayush Loke,24529.72,2026-03-13T09:22:42,9,4,0,0,0,11.01,Low,0,Normal,None
TXN001447,ACC0107,ACC0013,9503167458,Sanaya Sinha,7545.34,2025-05-23T10:13:58,10,4,0,0,0,10.29,Low,0,Normal,None
TXN001448,ACC0107,ACC0130,2194673401,Ladli Sachdeva,87883.99,2026-05-07T10:05:51,10,3,0,0,0,19.99,Low,0,Normal,None
TXN001449,ACC0092,ACC0117,4178659381,Bahadurjit Bora,1156945.48,2025-03-17T11:47:40,11,0,0,1,0,45.73,Medium,1,Flagged,RULE003
TXN001450,ACC0121,ACC0017,5736462531,Jeevika Grewal,13810.97,2026-05-17T02:48:48,2,6,1,0,0,32.57,Medium,1,Flagged,RULE002
TXN001451,ACC0101,ACC0017,5736462531,Ishita Wagle,42992.0,2025-03-26T01:30:21,1,2,1,0,0,32.47,Medium,1,Flagged,RULE002
TXN001452,ACC0002,ACC0068,6923206003,Dalbir Goyal,25103.1,2026-03-21T13:31:00,13,5,0,0,1,37.75,Medium,1,Flagged,RULE001
TXN001453,ACC0070,ACC0052,7852415525,Anita Purohit,27203.36,2026-03-18T01:44:03,1,2,1,0,0,24.47,Low,1,Flagged,RULE002
TXN001454,ACC0060,ACC0046,3472487690,Pavani Salvi,26419.15,2025-03-30T16:41:44,16,6,0,0,0,13.91,Low,0,Normal,None
TXN001455,ACC0023,ACC0077,4518871744,Kashvi Sen,92024.03,2025-11-16T12:50:42,12,6,0,0,0,16.37,Low,0,Normal,None
TXN001456,ACC0034,ACC0101,6122110529,Faris Mammen,75930.82,2026-01-10T18:34:20,18,5,0,0,0,15.48,Low,0,Normal,None
TXN001457,ACC0058,ACC0027,6493800024,Triveni Gade,7425.62,2025-02-13T14:26:21,14,3,0,0,0,5.86,Low,0,Normal,None
TXN001458,ACC0103,ACC0062,7767538527,Raksha Dugar,17755.4,2026-05-25T10:38:25,10,0,0,0,0,3.87,Low,0,Normal,None
TXN001459,ACC0117,ACC0008,4821286999,Charita Bobal,61077.05,2025-12-11T01:40:50,1,3,1,0,0,26.46,Medium,1,Flagged,RULE002
TXN001460,ACC0027,ACC0112,9908115095,Netra Lalla,33746.53,2025-12-29T14:55:43,14,0,0,0,0,12.0,Low,0,Normal,None
TXN001461,ACC0096,ACC0028,1118543408,Odika Varughese,56882.01,2025-03-25T19:19:16,19,1,0,0,1,39.52,Medium,1,Flagged,RULE001
TXN001462,ACC0067,ACC0048,3953315788,Nirja Pal,73095.92,2026-01-23T13:26:27,13,4,0,0,1,45.4,Medium,1,Flagged,RULE001
TXN001463,ACC0028,ACC0117,4178659381,Maya Om,28722.12,2026-04-27T09:03:57,9,0,0,0,0,10.81,Low,0,Normal,None
TXN001464,ACC0099,ACC0077,4518871744,Arjun Srinivas,15220.06,2025-04-16T19:44:18,19,2,0,0,0,12.13,Low,0,Normal,None
TXN001465,ACC0092,ACC0002,1311570307,Ayaan Mallick,67151.04,2026-02-27T16:07:27,16,4,0,0,0,14.1,Low,0,Normal,None
TXN001466,ACC0062,ACC0041,5659161352,Agastya Sandhu,22265.21,2025-02-21T02:42:44,2,4,1,0,0,40.8,Medium,1,Flagged,RULE002
TXN001467,ACC0028,ACC0101,6122110529,Qushi Wason,31351.35,2026-03-21T15:12:04,15,5,0,0,0,15.8,Low,0,Normal,None
TXN001468,ACC0035,ACC0021,4482141802,Suhani Madan,94567.36,2025-02-27T15:52:25,15,3,0,0,0,16.58,Low,0,Normal,None
TXN001469,ACC0106,ACC0022,4011966884,Dayita Chahal,89338.2,2025-01-28T22:38:30,22,1,0,0,0,23.42,Low,0,Normal,None
TXN001470,ACC0105,ACC0072,2503068227,Wridesh Ahuja,647.22,2025-10-13T20:34:34,20,0,0,0,1,40.16,Medium,1,Flagged,RULE001
TXN001471,ACC0123,ACC0108,3108307952,Vritti Malhotra,76276.44,2025-06-09T20:30:28,20,0,0,0,0,20.31,Low,0,Normal,None
TXN001472,ACC0036,ACC0018,4993808565,Balvan Thaker,279199.35,2025-03-24T21:00:57,21,0,0,1,0,41.81,Medium,1,Flagged,RULE003
TXN001473,ACC0006,ACC0039,5296710795,Darika Swaminathan,86789.44,2025-01-13T21:25:51,21,0,0,0,0,18.8,Low,0,Normal,None
TXN001474,ACC0041,ACC0128,8822944679,Anthony Singh,17158.32,2026-03-21T20:10:07,20,5,0,0,0,11.65,Low,0,Normal,None
TXN001475,ACC0074,ACC0119,1322401182,Lila Menon,1217037.32,2026-02-25T16:21:24,16,2,0,1,0,43.12,Medium,1,Flagged,RULE003
TXN001476,ACC0012,ACC0083,3105400301,Pushti Vaidya,41364.42,2026-03-25T15:00:09,15,2,0,0,0,9.54,Low,0,Normal,None
TXN001477,ACC0033,ACC0105,2272368870,Girindra Bhandari,27454.04,2025-06-06T16:15:49,16,4,0,0,0,14.83,Low,0,Normal,None
TXN001478,ACC0048,ACC0024,9239688178,Max Bumb,28475.13,2025-08-18T21:31:45,21,0,0,0,0,8.65,Low,0,Normal,None
TXN001479,ACC0036,ACC0109,7311011808,Falan Thakkar,75764.89,2025-01-16T23:32:24,23,3,0,0,1,45.43,Medium,1,Flagged,RULE001
TXN001480,ACC0078,ACC0057,2227193073,Adweta Devi,19123.51,2025-01-29T02:23:17,2,2,1,0,0,35.49,Medium,1,Flagged,RULE002
TXN001481,ACC0022,ACC0045,5607762160,Nikita Panchal,442853.87,2025-05-04T16:20:05,16,6,0,1,0,50.1,High,1,Flagged,RULE003
TXN001482,ACC0091,ACC0116,7136777415,Faqid Butala,40490.0,2026-01-21T14:16:01,14,2,0,0,0,10.14,Low,0,Normal,None
TXN001483,ACC0109,ACC0041,5659161352,Lucky Chakrabarti,22110.29,2025-10-21T01:33:08,1,1,1,0,0,33.44,Medium,1,Flagged,RULE002
TXN001484,ACC0111,ACC0046,3472487690,Saumya Som,84792.28,2025-03-09T14:26:11,14,6,0,0,0,19.94,Low,0,Normal,None
TXN001485,ACC0012,ACC0105,2272368870,Kamala Contractor,80284.86,2025-01-24T13:56:52,13,4,0,0,0,19.27,Low,0,Normal,None
TXN001486,ACC0002,ACC0012,2188332531,Karan Raj,65455.43,2025-05-23T21:18:48,21,4,0,0,1,34.49,Medium,1,Flagged,RULE001
TXN001487,ACC0034,ACC0038,7739255769,Patrick Din,528549.27,2025-11-10T10:06:18,10,0,0,1,0,40.45,Medium,1,Flagged,RULE003
TXN001488,ACC0020,ACC0027,6493800024,Dhruv Dada,8515.03,2025-05-27T17:02:19,17,1,0,0,0,6.28,Low,0,Normal,None
TXN001489,ACC0113,ACC0018,4993808565,Yutika Vasa,69749.3,2025-11-29T10:57:50,10,5,0,0,0,18.51,Low,0,Normal,None
TXN001490,ACC0027,ACC0089,6922713963,Tarak Choudhary,4920.74,2025-12-08T12:44:33,12,0,0,0,1,36.56,Medium,1,Flagged,RULE001
TXN001491,ACC0048,ACC0076,2584392711,Chatura Nayar,4445.34,2025-08-10T21:37:29,21,6,0,0,1,38.05,Medium,1,Flagged,RULE001
TXN001492,ACC0119,ACC0089,6922713963,Suhani Batta,133916.52,2026-01-02T01:49:25,1,4,1,1,0,63.33,High,1,Flagged,RULE002|RULE003
TXN001493,ACC0112,ACC0089,6922713963,Jacob Sanghvi,79228.0,2026-02-01T01:39:25,1,6,1,0,0,41.26,Medium,1,Flagged,RULE002
TXN001494,ACC0119,ACC0090,2395925222,Zilmil Kapur,87141.13,2025-08-18T21:59:42,21,0,0,0,0,18.22,Low,0,Normal,None
TXN001495,ACC0012,ACC0054,8995059760,Kashish Dada,41432.71,2025-03-25T08:44:20,8,1,0,0,0,15.39,Low,0,Normal,None
TXN001496,ACC0003,ACC0002,1311570307,Nilima Lanka,44701.56,2026-04-24T14:18:37,14,4,0,0,0,18.74,Low,0,Normal,None
TXN001497,ACC0129,ACC0118,1348697524,Yutika Bahri,50047.54,2025-03-23T09:12:16,9,6,0,0,0,18.1,Low,0,Normal,None
TXN001498,ACC0027,ACC0059,3980491761,Bishakha Hora,84870.52,2026-02-28T11:40:18,11,5,0,0,0,18.8,Low,0,Normal,None
TXN001499,ACC0059,ACC0099,6715705115,Wyatt Rana,76981.48,2026-01-15T14:34:46,14,3,0,0,1,47.64,Medium,1,Flagged,RULE001
TXN001500,ACC0028,ACC0099,6715705115,Gaurang Buch,75679.68,2026-05-02T02:55:40,2,5,1,0,0,29.14,Medium,1,Flagged,RULE002
TXN001501,ACC0041,ACC0117,4178659381,Brijesh Kade,23546.16,2025-04-08T10:26:28,10,1,0,0,0,9.18,Low,0,Normal,None
TXN001502,ACC0129,ACC0118,1348697524,Sanaya Pandya,45074.66,2025-07-12T01:02:59,1,5,1,0,0,30.3,Medium,1,Flagged,RULE002
TXN001503,ACC0016,ACC0112,9908115095,Vansha Kata,42100.95,2025-07-27T13:55:36,13,6,0,0,0,10.67,Low,0,Normal,None
TXN001504,ACC0083,ACC0073,2062073697,Tanmayi Mital,28795.74,2025-05-05T10:09:51,10,0,0,0,0,15.53,Low,0,Normal,None
TXN001505,ACC0004,ACC0058,1346078411,Zashil Gola,32226.16,2025-12-19T18:38:06,18,4,0,0,0,11.37,Low,0,Normal,None
TXN001506,ACC0121,ACC0056,6322520473,Noah Raj,3928.37,2025-10-09T16:36:04,16,3,0,0,1,29.03,Medium,1,Flagged,RULE001
TXN001507,ACC0087,ACC0047,7418301077,Chanakya Chowdhury,1785819.31,2025-07-10T19:23:25,19,3,0,1,0,38.9,Medium,1,Flagged,RULE003
TXN001508,ACC0118,ACC0100,6611903015,Chaitaly Srinivas,712207.29,2025-02-02T13:57:02,13,6,0,1,0,34.58,Medium,1,Flagged,RULE003
TXN001509,ACC0015,ACC0039,5296710795,Eiravati Tella,35114.78,2025-08-20T19:25:23,19,2,0,0,0,7.48,Low,0,Normal,None
TXN001510,ACC0081,ACC0018,4993808565,Advik Pillai,37094.13,2025-08-07T10:11:45,10,3,0,0,0,17.25,Low,0,Normal,None
TXN001511,ACC0010,ACC0033,9597198563,Anmol Chada,66155.47,2026-04-10T13:36:16,13,4,0,0,0,16.81,Low,0,Normal,None
TXN001512,ACC0066,ACC0091,8721631198,Jason Sama,41013.86,2025-10-13T02:40:44,2,0,1,0,0,26.36,Medium,1,Flagged,RULE002
TXN001513,ACC0022,ACC0080,3693985578,Waida Prakash,1445.24,2026-02-03T15:40:09,15,1,0,0,1,28.6,Medium,1,Flagged,RULE001
TXN001514,ACC0031,ACC0034,6141226746,Kevin Agrawal,22725.67,2025-04-23T16:09:12,16,2,0,0,1,41.27,Medium,1,Flagged,RULE001
TXN001515,ACC0025,ACC0094,7040562787,Veer Panchal,46071.05,2025-09-04T12:05:37,12,3,0,0,0,17.25,Low,0,Normal,None
TXN001516,ACC0048,ACC0076,2584392711,Dominic Jani,4445.34,2025-08-10T22:13:29,22,6,0,0,1,34.46,Medium,1,Flagged,RULE001
TXN001517,ACC0010,ACC0092,9074999565,Diya Sathe,82212.2,2025-06-08T20:07:23,20,6,0,0,0,19.01,Low,0,Normal,None
TXN001518,ACC0087,ACC0006,3271782991,Reyansh Muni,38069.03,2025-01-29T14:38:27,14,2,0,0,0,14.05,Low,0,Normal,None
TXN001519,ACC0063,ACC0108,3108307952,Ayaan Ganesh,37451.57,2025-01-20T15:41:32,15,0,0,0,0,15.38,Low,0,Normal,None
TXN001520,ACC0115,ACC0003,1429416213,Ridhi Choudhry,17175.23,2026-01-31T18:15:10,18,5,0,0,0,12.21,Low,0,Normal,None
TXN001521,ACC0026,ACC0055,8033702319,Hamsini Zacharia,84052.48,2026-05-10T19:14:15,19,6,0,0,0,20.69,Low,0,Normal,None
TXN001522,ACC0124,ACC0029,2140169349,Deepa Thaker,25847.13,2025-12-30T13:28:59,13,1,0,0,0,5.72,Low,0,Normal,None
TXN001523,ACC0046,ACC0100,6611903015,Waida Kadakia,89661.59,2025-09-14T21:35:21,21,6,0,0,0,15.21,Low,0,Normal,None
TXN001524,ACC0085,ACC0028,1118543408,Harini Agate,52173.0,2026-05-04T17:04:11,17,0,0,0,0,18.3,Low,0,Normal,None
TXN001525,ACC0072,ACC0098,6879898071,Harita Gole,5757.11,2025-04-26T15:10:00,15,5,0,0,0,2.14,Low,0,Normal,None
TXN001526,ACC0051,ACC0117,4178659381,Nandini Wable,3164.91,2025-02-18T12:48:36,12,1,0,0,1,41.05,Medium,1,Flagged,RULE001
TXN001527,ACC0011,ACC0089,6922713963,Suhani Pathak,1062070.96,2025-04-23T20:40:38,20,2,0,1,0,42.91,Medium,1,Flagged,RULE003
TXN001528,ACC0123,ACC0083,3105400301,Kavya Mandal,85241.33,2025-09-14T17:45:38,17,6,0,0,0,21.29,Low,0,Normal,None
TXN001529,ACC0125,ACC0020,9292791081,Lohit Bajaj,27777.22,2025-01-26T19:21:37,19,6,0,0,0,7.99,Low,0,Normal,None
TXN001530,ACC0097,ACC0098,6879898071,Nachiket Singhal,64844.68,2026-03-09T12:57:39,12,0,0,0,0,17.32,Low,0,Normal,None
TXN001531,ACC0048,ACC0058,1346078411,Vihaan Savant,52799.58,2025-05-12T10:35:50,10,0,0,0,0,19.84,Low,0,Normal,None
TXN001532,ACC0024,ACC0130,2194673401,Advika Pal,22495.18,2025-07-25T14:15:22,14,4,0,0,0,4.93,Low,0,Normal,None
TXN001533,ACC0005,ACC0080,3693985578,Oscar Dhillon,47734.21,2026-04-11T15:32:37,15,5,0,0,0,18.77,Low,0,Normal,None
TXN001534,ACC0085,ACC0058,1346078411,Jhalak Mahajan,48834.81,2026-05-05T10:01:35,10,1,0,0,0,10.97,Low,0,Normal,None
TXN001535,ACC0059,ACC0078,9410288290,Saumya Mody,25978.25,2025-06-26T20:34:44,20,3,0,0,0,11.75,Low,0,Normal,None
TXN001536,ACC0043,ACC0096,1074059253,Tristan Baral,42984.34,2025-06-15T12:48:14,12,6,0,0,0,15.17,Low,0,Normal,None
TXN001537,ACC0052,ACC0012,2188332531,Jyoti Mangat,44860.57,2026-02-26T16:29:30,16,3,0,0,1,35.66,Medium,1,Flagged,RULE001
TXN001538,ACC0013,ACC0014,1041531046,Ekani Sandhu,50967.35,2025-10-23T11:17:07,11,3,0,0,1,34.83,Medium,1,Flagged,RULE001
TXN001539,ACC0032,ACC0015,3373077218,Bakhshi Wable,1437880.79,2025-03-05T11:47:11,11,2,0,1,0,45.19,Medium,1,Flagged,RULE003
